image_name,piece_0_0,piece_0_1,piece_0_2,piece_0_3,piece_0_4,piece_1_0,piece_1_1,piece_1_2,piece_1_3,piece_1_4,piece_2_0,piece_2_1,piece_2_2,piece_2_3,piece_2_4,piece_3_0,piece_3_1,piece_3_2,piece_3_3,piece_3_4,piece_4_0,piece_4_1,piece_4_2,piece_4_3,piece_4_4
5658.jpg,"(4, 2)","(2, 4)","(2, 2)","(2, 3)","(3, 1)","(2, 0)","(3, 2)","(3, 4)","(3, 0)","(4, 1)","(2, 0)","(3, 2)","(3, 4)","(3, 0)","(4, 1)","(0, 1)","(2, 1)","(1, 4)","(4, 3)","(1, 1)","(4, 4)","(0, 2)","(1, 0)","(1, 2)","(0, 0)"
5659.jpg,"(1, 3)","(0, 3)","(0, 2)","(0, 0)","(3, 3)","(1, 4)","(1, 2)","(0, 0)","(3, 2)","(3, 0)","(1, 4)","(1, 2)","(0, 0)","(3, 2)","(3, 0)","(0, 0)","(0, 0)","(2, 2)","(0, 0)","(0, 0)","(2, 1)","(3, 4)","(0, 0)","(4, 3)","(4, 2)"
5660.jpg,"(0, 4)","(2, 0)","(2, 2)","(2, 3)","(0, 3)","(3, 3)","(0, 0)","(1, 2)","(1, 0)","(1, 4)","(3, 3)","(0, 0)","(1, 2)","(1, 0)","(1, 4)","(2, 1)","(4, 2)","(0, 2)","(0, 0)","(1, 3)","(1, 1)","(4, 4)","(0, 1)","(3, 4)","(4, 1)"
5661.jpg,"(2, 3)","(0, 0)","(0, 0)","(3, 4)","(1, 1)","(2, 4)","(3, 2)","(4, 1)","(0, 0)","(4, 4)","(2, 4)","(3, 2)","(4, 1)","(0, 0)","(4, 4)","(1, 4)","(3, 3)","(0, 1)","(4, 3)","(2, 2)","(0, 2)","(2, 0)","(3, 1)","(0, 0)","(4, 2)"
5662.jpg,"(0, 0)","(2, 4)","(3, 3)","(2, 1)","(1, 4)","(1, 1)","(1, 2)","(0, 0)","(3, 1)","(1, 3)","(1, 1)","(1, 2)","(0, 0)","(3, 1)","(1, 3)","(0, 0)","(3, 4)","(0, 0)","(2, 3)","(4, 2)","(4, 4)","(0, 3)","(3, 2)","(0, 0)","(4, 3)"
5663.jpg,"(3, 2)","(2, 2)","(4, 1)","(1, 1)","(0, 3)","(1, 0)","(2, 0)","(0, 0)","(0, 0)","(4, 1)","(1, 0)","(2, 0)","(0, 0)","(0, 0)","(4, 1)","(2, 1)","(4, 0)","(4, 2)","(0, 1)","(3, 1)","(2, 0)","(3, 0)","(1, 2)","(0, 4)","(1, 3)"
5664.jpg,"(1, 3)","(3, 0)","(0, 4)","(4, 3)","(3, 0)","(2, 2)","(2, 0)","(0, 4)","(0, 1)","(1, 0)","(2, 2)","(2, 0)","(0, 4)","(0, 1)","(1, 0)","(3, 4)","(2, 4)","(0, 0)","(1, 1)","(3, 2)","(1, 2)","(4, 4)","(4, 1)","(0, 2)","(2, 3)"
5665.jpg,"(4, 2)","(0, 4)","(2, 4)","(2, 3)","(2, 2)","(4, 1)","(1, 0)","(1, 2)","(1, 3)","(0, 0)","(4, 1)","(1, 0)","(1, 2)","(1, 3)","(0, 0)","(0, 3)","(1, 4)","(0, 1)","(0, 2)","(3, 4)","(3, 3)","(4, 3)","(3, 1)","(2, 1)","(1, 1)"
5666.jpg,"(0, 0)","(1, 3)","(3, 4)","(2, 2)","(0, 1)","(2, 3)","(1, 4)","(1, 1)","(1, 2)","(0, 3)","(2, 3)","(1, 4)","(1, 1)","(1, 2)","(0, 3)","(4, 0)","(4, 2)","(2, 0)","(4, 3)","(2, 4)","(0, 2)","(4, 4)","(3, 2)","(2, 1)","(4, 1)"
5667.jpg,"(0, 0)","(4, 2)","(2, 1)","(3, 3)","(1, 3)","(0, 1)","(1, 0)","(1, 0)","(1, 4)","(2, 3)","(0, 1)","(1, 0)","(1, 0)","(1, 4)","(2, 3)","(0, 4)","(4, 4)","(3, 1)","(4, 3)","(3, 4)","(4, 1)","(0, 0)","(0, 2)","(1, 1)","(4, 0)"
5668.jpg,"(2, 4)","(2, 3)","(1, 1)","(0, 0)","(0, 2)","(3, 3)","(1, 0)","(1, 4)","(0, 1)","(4, 3)","(3, 3)","(1, 0)","(1, 4)","(0, 1)","(4, 3)","(2, 2)","(3, 4)","(4, 0)","(1, 3)","(4, 2)","(0, 3)","(3, 1)","(1, 2)","(1, 0)","(4, 4)"
5669.jpg,"(0, 2)","(2, 1)","(3, 2)","(3, 4)","(0, 4)","(1, 3)","(3, 1)","(1, 1)","(3, 3)","(4, 4)","(1, 3)","(3, 1)","(1, 1)","(3, 3)","(4, 4)","(4, 1)","(2, 4)","(1, 2)","(4, 2)","(0, 0)","(0, 0)","(1, 4)","(0, 4)","(0, 0)","(0, 0)"
5670.jpg,"(0, 4)","(0, 1)","(1, 1)","(2, 4)","(0, 2)","(4, 2)","(2, 3)","(2, 1)","(4, 4)","(1, 2)","(4, 2)","(2, 3)","(2, 1)","(4, 4)","(1, 2)","(1, 3)","(3, 0)","(2, 2)","(3, 3)","(4, 1)","(4, 0)","(0, 0)","(3, 2)","(1, 4)","(4, 3)"
5671.jpg,"(1, 1)","(1, 2)","(4, 3)","(0, 3)","(1, 4)","(4, 1)","(4, 0)","(3, 2)","(4, 2)","(2, 4)","(4, 1)","(4, 0)","(3, 2)","(4, 2)","(2, 4)","(3, 4)","(0, 0)","(2, 3)","(1, 0)","(0, 2)","(2, 1)","(4, 4)","(2, 2)","(3, 1)","(3, 0)"
5672.jpg,"(2, 4)","(3, 0)","(2, 1)","(1, 2)","(0, 2)","(3, 1)","(2, 0)","(0, 4)","(4, 4)","(4, 2)","(3, 1)","(2, 0)","(0, 4)","(4, 4)","(4, 2)","(3, 2)","(0, 1)","(4, 3)","(1, 1)","(2, 3)","(1, 3)","(2, 2)","(0, 0)","(0, 3)","(3, 4)"
5673.jpg,"(0, 4)","(0, 0)","(3, 1)","(4, 4)","(4, 3)","(0, 2)","(0, 3)","(2, 0)","(3, 2)","(1, 4)","(0, 2)","(0, 3)","(2, 0)","(3, 2)","(1, 4)","(1, 0)","(3, 4)","(2, 3)","(3, 0)","(2, 1)","(0, 1)","(2, 2)","(2, 4)","(1, 3)","(1, 2)"
5674.jpg,"(2, 3)","(0, 4)","(1, 2)","(1, 1)","(0, 1)","(3, 4)","(0, 3)","(3, 3)","(1, 3)","(2, 2)","(3, 4)","(0, 3)","(3, 3)","(1, 3)","(2, 2)","(4, 4)","(4, 0)","(1, 2)","(3, 1)","(0, 0)","(1, 4)","(2, 4)","(4, 3)","(0, 2)","(0, 0)"
5675.jpg,"(3, 3)","(1, 4)","(2, 2)","(3, 1)","(1, 0)","(2, 3)","(0, 0)","(2, 0)","(4, 4)","(1, 2)","(2, 3)","(0, 0)","(2, 0)","(4, 4)","(1, 2)","(2, 1)","(1, 1)","(0, 0)","(4, 2)","(3, 2)","(0, 2)","(1, 3)","(4, 1)","(3, 0)","(0, 0)"
5676.jpg,"(0, 0)","(2, 3)","(3, 0)","(1, 3)","(3, 2)","(3, 1)","(1, 0)","(2, 2)","(0, 3)","(4, 1)","(3, 1)","(1, 0)","(2, 2)","(0, 3)","(4, 1)","(2, 1)","(4, 0)","(4, 4)","(4, 2)","(0, 1)","(3, 3)","(1, 2)","(0, 2)","(1, 0)","(0, 0)"
5677.jpg,"(0, 0)","(0, 0)","(0, 2)","(0, 4)","(1, 3)","(4, 1)","(3, 2)","(0, 1)","(0, 0)","(3, 0)","(4, 1)","(3, 2)","(0, 1)","(0, 0)","(3, 0)","(2, 3)","(0, 0)","(2, 2)","(0, 3)","(1, 1)","(1, 4)","(0, 0)","(0, 0)","(0, 4)","(3, 3)"
5678.jpg,"(0, 4)","(1, 2)","(3, 3)","(0, 3)","(1, 1)","(0, 0)","(2, 0)","(1, 4)","(2, 1)","(2, 2)","(0, 0)","(2, 0)","(1, 4)","(2, 1)","(2, 2)","(4, 4)","(0, 0)","(3, 2)","(1, 0)","(3, 1)","(2, 3)","(0, 0)","(1, 3)","(0, 0)","(0, 1)"
5679.jpg,"(0, 0)","(3, 3)","(2, 4)","(4, 2)","(0, 0)","(0, 0)","(0, 3)","(3, 1)","(2, 1)","(2, 2)","(0, 0)","(0, 3)","(3, 1)","(2, 1)","(2, 2)","(2, 3)","(1, 3)","(1, 4)","(3, 2)","(0, 2)","(1, 0)","(4, 3)","(0, 0)","(0, 0)","(1, 1)"
5680.jpg,"(1, 0)","(4, 1)","(0, 2)","(3, 1)","(0, 3)","(1, 0)","(1, 3)","(2, 3)","(2, 1)","(1, 4)","(1, 0)","(1, 3)","(2, 3)","(2, 1)","(1, 4)","(3, 0)","(1, 2)","(3, 4)","(0, 3)","(4, 0)","(4, 2)","(3, 3)","(0, 1)","(2, 2)","(4, 4)"
5681.jpg,"(4, 3)","(0, 0)","(1, 4)","(2, 1)","(1, 3)","(2, 4)","(4, 2)","(0, 0)","(2, 2)","(3, 1)","(2, 4)","(4, 2)","(0, 0)","(2, 2)","(3, 1)","(4, 1)","(2, 4)","(3, 4)","(1, 2)","(0, 3)","(0, 1)","(3, 2)","(0, 0)","(0, 2)","(1, 1)"
5682.jpg,"(3, 4)","(1, 4)","(0, 4)","(1, 3)","(0, 3)","(0, 0)","(2, 2)","(1, 1)","(0, 0)","(3, 3)","(0, 0)","(2, 2)","(1, 1)","(0, 0)","(3, 3)","(1, 2)","(2, 3)","(2, 1)","(3, 2)","(4, 3)","(4, 2)","(4, 1)","(0, 2)","(0, 0)","(0, 1)"
5683.jpg,"(2, 3)","(1, 2)","(2, 0)","(1, 1)","(3, 0)","(2, 4)","(0, 3)","(1, 3)","(4, 1)","(2, 1)","(2, 4)","(0, 3)","(1, 3)","(4, 1)","(2, 1)","(1, 4)","(2, 2)","(3, 4)","(0, 0)","(3, 1)","(1, 0)","(4, 4)","(0, 0)","(0, 2)","(3, 2)"
5684.jpg,"(0, 2)","(2, 1)","(2, 0)","(0, 0)","(2, 3)","(3, 3)","(3, 1)","(4, 2)","(0, 0)","(3, 4)","(3, 3)","(3, 1)","(4, 2)","(0, 0)","(3, 4)","(4, 3)","(2, 4)","(1, 2)","(2, 2)","(0, 0)","(1, 4)","(4, 0)","(0, 1)","(1, 1)","(4, 1)"
5685.jpg,"(4, 4)","(2, 0)","(3, 3)","(2, 3)","(1, 4)","(2, 2)","(1, 2)","(4, 1)","(1, 1)","(3, 2)","(2, 2)","(1, 2)","(4, 1)","(1, 1)","(3, 2)","(4, 2)","(2, 1)","(1, 0)","(4, 3)","(3, 4)","(0, 4)","(0, 0)","(4, 0)","(3, 1)","(2, 4)"
5686.jpg,"(0, 1)","(2, 2)","(4, 0)","(0, 3)","(0, 2)","(2, 3)","(3, 3)","(4, 3)","(1, 4)","(3, 4)","(2, 3)","(3, 3)","(4, 3)","(1, 4)","(3, 4)","(4, 1)","(2, 0)","(1, 2)","(3, 2)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(4, 2)","(2, 4)"
5687.jpg,"(0, 3)","(0, 1)","(0, 0)","(4, 4)","(1, 2)","(0, 4)","(2, 0)","(4, 0)","(2, 2)","(2, 3)","(0, 4)","(2, 0)","(4, 0)","(2, 2)","(2, 3)","(2, 1)","(4, 2)","(1, 1)","(3, 3)","(0, 2)","(3, 2)","(3, 4)","(4, 1)","(1, 0)","(1, 3)"
5688.jpg,"(4, 2)","(0, 1)","(3, 2)","(3, 1)","(4, 3)","(0, 4)","(2, 4)","(1, 0)","(0, 0)","(0, 0)","(0, 4)","(2, 4)","(1, 0)","(0, 0)","(0, 0)","(1, 4)","(2, 1)","(1, 3)","(4, 3)","(0, 2)","(2, 2)","(4, 4)","(3, 3)","(0, 0)","(1, 1)"
5689.jpg,"(3, 1)","(2, 1)","(4, 4)","(4, 3)","(0, 2)","(3, 0)","(0, 4)","(1, 3)","(1, 4)","(4, 4)","(3, 0)","(0, 4)","(1, 3)","(1, 4)","(4, 4)","(2, 3)","(4, 2)","(3, 0)","(2, 4)","(3, 2)","(1, 1)","(4, 1)","(4, 0)","(0, 3)","(2, 2)"
5690.jpg,"(3, 2)","(4, 4)","(3, 1)","(4, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 2)","(4, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 2)","(4, 0)","(0, 0)","(1, 3)","(4, 3)","(3, 0)","(4, 2)","(2, 4)","(0, 0)","(3, 3)","(3, 4)","(2, 3)","(2, 0)"
5691.jpg,"(2, 3)","(1, 1)","(1, 4)","(1, 3)","(4, 0)","(0, 0)","(1, 2)","(0, 1)","(3, 0)","(3, 2)","(0, 0)","(1, 2)","(0, 1)","(3, 0)","(3, 2)","(3, 3)","(4, 1)","(3, 1)","(1, 0)","(2, 2)","(0, 2)","(4, 3)","(3, 4)","(3, 4)","(2, 0)"
5692.jpg,"(3, 4)","(4, 3)","(0, 2)","(2, 1)","(4, 0)","(3, 0)","(2, 3)","(2, 4)","(0, 4)","(1, 2)","(3, 0)","(2, 3)","(2, 4)","(0, 4)","(1, 2)","(4, 1)","(3, 2)","(0, 4)","(3, 3)","(1, 0)","(2, 2)","(0, 3)","(4, 4)","(0, 0)","(1, 1)"
5693.jpg,"(1, 4)","(4, 2)","(0, 1)","(3, 0)","(2, 2)","(0, 0)","(3, 2)","(0, 3)","(2, 3)","(1, 1)","(0, 0)","(3, 2)","(0, 3)","(2, 3)","(1, 1)","(4, 1)","(4, 3)","(1, 3)","(0, 0)","(2, 1)","(2, 0)","(3, 3)","(3, 1)","(0, 4)","(1, 0)"
5694.jpg,"(0, 0)","(2, 2)","(4, 3)","(3, 2)","(1, 2)","(2, 1)","(2, 4)","(1, 1)","(0, 1)","(2, 3)","(2, 1)","(2, 4)","(1, 1)","(0, 1)","(2, 3)","(0, 0)","(4, 4)","(3, 1)","(3, 3)","(0, 0)","(1, 4)","(2, 0)","(4, 2)","(2, 0)","(0, 4)"
5695.jpg,"(2, 4)","(2, 2)","(1, 2)","(0, 2)","(0, 4)","(4, 3)","(4, 2)","(1, 4)","(2, 3)","(1, 1)","(4, 3)","(4, 2)","(1, 4)","(2, 3)","(1, 1)","(0, 0)","(0, 4)","(3, 1)","(3, 2)","(3, 3)","(4, 0)","(2, 1)","(3, 4)","(0, 2)","(4, 1)"
5696.jpg,"(2, 3)","(3, 2)","(0, 3)","(0, 1)","(0, 0)","(0, 0)","(2, 1)","(2, 0)","(1, 3)","(0, 0)","(0, 0)","(2, 1)","(2, 0)","(1, 3)","(0, 0)","(4, 3)","(3, 1)","(1, 1)","(0, 0)","(0, 2)","(0, 0)","(1, 2)","(4, 2)","(3, 3)","(1, 0)"
5697.jpg,"(4, 3)","(3, 3)","(0, 0)","(0, 1)","(0, 0)","(2, 1)","(2, 4)","(2, 2)","(3, 1)","(4, 1)","(2, 1)","(2, 4)","(2, 2)","(3, 1)","(4, 1)","(4, 2)","(1, 4)","(1, 0)","(2, 3)","(0, 0)","(0, 3)","(0, 2)","(3, 2)","(1, 3)","(1, 3)"
5698.jpg,"(0, 0)","(1, 3)","(2, 1)","(2, 2)","(0, 1)","(4, 4)","(2, 3)","(3, 1)","(2, 4)","(4, 0)","(4, 4)","(2, 3)","(3, 1)","(2, 4)","(4, 0)","(3, 3)","(1, 0)","(1, 2)","(0, 2)","(2, 0)","(0, 4)","(0, 0)","(1, 1)","(3, 2)","(1, 4)"
5699.jpg,"(0, 1)","(3, 2)","(3, 0)","(2, 1)","(1, 2)","(1, 0)","(1, 3)","(2, 3)","(0, 3)","(0, 2)","(1, 0)","(1, 3)","(2, 3)","(0, 3)","(0, 2)","(4, 2)","(4, 2)","(4, 1)","(4, 3)","(0, 0)","(2, 4)","(0, 0)","(0, 0)","(2, 2)","(3, 4)"
5700.jpg,"(1, 3)","(1, 0)","(0, 1)","(4, 0)","(3, 0)","(4, 4)","(2, 3)","(1, 4)","(2, 2)","(3, 1)","(4, 4)","(2, 3)","(1, 4)","(2, 2)","(3, 1)","(2, 4)","(1, 1)","(1, 2)","(0, 0)","(3, 3)","(2, 0)","(4, 1)","(4, 2)","(0, 3)","(0, 0)"
5701.jpg,"(2, 1)","(0, 4)","(0, 2)","(2, 3)","(1, 3)","(1, 0)","(3, 4)","(4, 1)","(0, 0)","(1, 4)","(1, 0)","(3, 4)","(4, 1)","(0, 0)","(1, 4)","(0, 1)","(3, 2)","(4, 0)","(1, 1)","(0, 3)","(2, 2)","(0, 0)","(4, 4)","(2, 4)","(3, 1)"
5702.jpg,"(0, 2)","(1, 0)","(0, 0)","(1, 1)","(4, 1)","(2, 3)","(4, 2)","(1, 4)","(3, 3)","(0, 3)","(2, 3)","(4, 2)","(1, 4)","(3, 3)","(0, 3)","(0, 0)","(3, 1)","(0, 4)","(4, 0)","(3, 0)","(4, 4)","(0, 0)","(4, 3)","(4, 4)","(3, 2)"
5703.jpg,"(2, 1)","(1, 0)","(3, 4)","(1, 3)","(0, 2)","(4, 0)","(0, 4)","(4, 1)","(4, 0)","(2, 3)","(4, 0)","(0, 4)","(4, 1)","(4, 0)","(2, 3)","(4, 2)","(1, 1)","(2, 2)","(3, 2)","(1, 2)","(2, 0)","(0, 1)","(1, 4)","(0, 0)","(4, 4)"
5704.jpg,"(2, 0)","(3, 2)","(4, 4)","(2, 1)","(1, 0)","(0, 3)","(1, 4)","(2, 3)","(3, 1)","(3, 4)","(0, 3)","(1, 4)","(2, 3)","(3, 1)","(3, 4)","(2, 4)","(1, 3)","(4, 3)","(1, 2)","(0, 2)","(3, 3)","(0, 0)","(4, 2)","(0, 1)","(1, 1)"
5705.jpg,"(1, 3)","(4, 1)","(1, 1)","(3, 3)","(2, 3)","(2, 1)","(3, 2)","(4, 0)","(3, 1)","(0, 0)","(2, 1)","(3, 2)","(4, 0)","(3, 1)","(0, 0)","(2, 0)","(0, 4)","(1, 0)","(1, 4)","(2, 4)","(1, 2)","(4, 2)","(0, 3)","(1, 0)","(4, 4)"
5706.jpg,"(3, 3)","(0, 4)","(1, 4)","(1, 2)","(4, 0)","(0, 1)","(0, 2)","(0, 3)","(2, 0)","(3, 4)","(0, 1)","(0, 2)","(0, 3)","(2, 0)","(3, 4)","(0, 0)","(2, 2)","(3, 1)","(4, 3)","(1, 3)","(4, 1)","(1, 0)","(2, 3)","(2, 4)","(1, 1)"
5707.jpg,"(4, 3)","(2, 2)","(1, 0)","(0, 2)","(2, 4)","(4, 0)","(4, 2)","(3, 4)","(3, 3)","(4, 1)","(4, 0)","(4, 2)","(3, 4)","(3, 3)","(4, 1)","(0, 3)","(0, 1)","(3, 1)","(1, 1)","(1, 3)","(2, 3)","(2, 0)","(3, 0)","(1, 2)","(0, 0)"
5708.jpg,"(3, 4)","(1, 4)","(4, 3)","(2, 2)","(1, 2)","(2, 0)","(3, 1)","(0, 4)","(2, 3)","(2, 1)","(2, 0)","(3, 1)","(0, 4)","(2, 3)","(2, 1)","(3, 2)","(0, 4)","(4, 0)","(0, 0)","(0, 4)","(0, 1)","(0, 0)","(4, 4)","(1, 4)","(1, 4)"
5709.jpg,"(1, 3)","(4, 1)","(4, 2)","(1, 4)","(2, 3)","(3, 2)","(0, 1)","(1, 1)","(3, 3)","(0, 2)","(3, 2)","(0, 1)","(1, 1)","(3, 3)","(0, 2)","(4, 0)","(3, 0)","(1, 4)","(1, 2)","(0, 0)","(4, 3)","(2, 0)","(4, 4)","(2, 1)","(0, 0)"
5710.jpg,"(0, 0)","(0, 4)","(3, 1)","(0, 0)","(0, 0)","(2, 4)","(3, 3)","(1, 2)","(4, 4)","(1, 3)","(2, 4)","(3, 3)","(1, 2)","(4, 4)","(1, 3)","(3, 2)","(4, 1)","(1, 4)","(0, 1)","(1, 1)","(4, 2)","(0, 0)","(2, 1)","(0, 0)","(0, 3)"
5711.jpg,"(2, 4)","(3, 0)","(3, 4)","(2, 1)","(4, 4)","(4, 2)","(1, 2)","(3, 2)","(0, 0)","(4, 1)","(4, 2)","(1, 2)","(3, 2)","(0, 0)","(4, 1)","(2, 3)","(1, 0)","(4, 0)","(2, 2)","(1, 3)","(1, 1)","(0, 2)","(4, 3)","(0, 3)","(3, 1)"
5712.jpg,"(4, 2)","(1, 4)","(0, 0)","(4, 1)","(3, 2)","(2, 3)","(2, 4)","(4, 2)","(0, 0)","(3, 1)","(2, 3)","(2, 4)","(4, 2)","(0, 0)","(3, 1)","(2, 2)","(4, 4)","(0, 2)","(0, 0)","(1, 1)","(0, 3)","(1, 2)","(0, 0)","(1, 3)","(4, 0)"
5713.jpg,"(1, 3)","(4, 4)","(2, 0)","(0, 1)","(3, 0)","(3, 1)","(0, 2)","(3, 2)","(2, 4)","(0, 3)","(3, 1)","(0, 2)","(3, 2)","(2, 4)","(0, 3)","(1, 2)","(0, 0)","(2, 1)","(4, 3)","(4, 2)","(4, 4)","(0, 0)","(4, 1)","(2, 2)","(3, 3)"
5714.jpg,"(4, 3)","(1, 0)","(1, 1)","(3, 4)","(1, 4)","(0, 4)","(1, 3)","(2, 1)","(0, 1)","(0, 0)","(0, 4)","(1, 3)","(2, 1)","(0, 1)","(0, 0)","(0, 0)","(3, 1)","(0, 0)","(3, 3)","(0, 3)","(0, 2)","(2, 3)","(3, 4)","(4, 2)","(0, 0)"
5715.jpg,"(0, 4)","(1, 4)","(0, 4)","(3, 0)","(0, 0)","(0, 2)","(0, 0)","(3, 2)","(1, 3)","(2, 1)","(0, 2)","(0, 0)","(3, 2)","(1, 3)","(2, 1)","(4, 3)","(4, 4)","(4, 2)","(2, 2)","(2, 3)","(3, 3)","(4, 1)","(1, 2)","(1, 0)","(3, 1)"
5716.jpg,"(2, 0)","(1, 4)","(2, 3)","(1, 0)","(2, 0)","(0, 2)","(3, 1)","(1, 2)","(0, 3)","(2, 4)","(0, 2)","(3, 1)","(1, 2)","(0, 3)","(2, 4)","(1, 3)","(2, 1)","(4, 2)","(0, 4)","(3, 4)","(4, 1)","(3, 2)","(1, 1)","(2, 2)","(4, 3)"
5717.jpg,"(0, 3)","(0, 2)","(4, 0)","(4, 3)","(1, 4)","(1, 2)","(4, 2)","(2, 4)","(1, 3)","(0, 0)","(1, 2)","(4, 2)","(2, 4)","(1, 3)","(0, 0)","(3, 3)","(2, 1)","(4, 1)","(4, 4)","(0, 4)","(0, 1)","(0, 0)","(1, 1)","(0, 0)","(2, 3)"
5718.jpg,"(4, 1)","(2, 2)","(3, 0)","(1, 2)","(4, 1)","(3, 3)","(4, 2)","(1, 1)","(0, 0)","(3, 1)","(3, 3)","(4, 2)","(1, 1)","(0, 0)","(3, 1)","(0, 1)","(4, 3)","(3, 2)","(0, 2)","(1, 4)","(0, 3)","(1, 0)","(2, 0)","(1, 3)","(2, 1)"
5719.jpg,"(0, 1)","(0, 0)","(2, 3)","(2, 4)","(3, 3)","(1, 3)","(1, 1)","(1, 2)","(3, 2)","(4, 3)","(1, 3)","(1, 1)","(1, 2)","(3, 2)","(4, 3)","(4, 4)","(3, 1)","(0, 0)","(3, 4)","(4, 1)","(0, 3)","(0, 0)","(0, 2)","(4, 2)","(1, 4)"
5720.jpg,"(2, 4)","(0, 2)","(4, 3)","(0, 0)","(2, 1)","(0, 1)","(1, 3)","(1, 1)","(1, 4)","(1, 4)","(0, 1)","(1, 3)","(1, 1)","(1, 4)","(1, 4)","(3, 2)","(1, 0)","(3, 1)","(4, 1)","(4, 2)","(3, 0)","(0, 0)","(2, 0)","(3, 3)","(0, 3)"
5721.jpg,"(2, 0)","(3, 4)","(1, 2)","(4, 3)","(0, 1)","(2, 0)","(0, 0)","(1, 3)","(4, 4)","(2, 1)","(2, 0)","(0, 0)","(1, 3)","(4, 4)","(2, 1)","(3, 3)","(1, 4)","(4, 0)","(0, 2)","(0, 3)","(0, 4)","(2, 4)","(2, 2)","(4, 2)","(2, 3)"
5722.jpg,"(3, 3)","(2, 1)","(2, 2)","(1, 4)","(4, 2)","(0, 0)","(2, 4)","(0, 3)","(3, 1)","(2, 3)","(0, 0)","(2, 4)","(0, 3)","(3, 1)","(2, 3)","(0, 4)","(1, 0)","(4, 0)","(0, 1)","(1, 3)","(4, 3)","(2, 0)","(4, 4)","(1, 0)","(1, 2)"
5723.jpg,"(4, 3)","(0, 2)","(4, 2)","(0, 1)","(1, 0)","(0, 0)","(2, 2)","(0, 3)","(3, 4)","(3, 1)","(0, 0)","(2, 2)","(0, 3)","(3, 4)","(3, 1)","(2, 1)","(4, 0)","(2, 3)","(4, 4)","(2, 0)","(3, 3)","(0, 4)","(1, 1)","(1, 2)","(3, 2)"
5724.jpg,"(0, 0)","(4, 3)","(0, 2)","(1, 1)","(2, 3)","(1, 4)","(3, 3)","(4, 2)","(0, 0)","(2, 4)","(1, 4)","(3, 3)","(4, 2)","(0, 0)","(2, 4)","(1, 2)","(4, 4)","(0, 4)","(0, 0)","(3, 1)","(4, 4)","(2, 1)","(2, 2)","(3, 2)","(1, 3)"
5725.jpg,"(3, 1)","(3, 4)","(2, 1)","(0, 4)","(2, 0)","(3, 3)","(2, 2)","(1, 4)","(4, 2)","(0, 0)","(3, 3)","(2, 2)","(1, 4)","(4, 2)","(0, 0)","(3, 0)","(2, 4)","(1, 3)","(0, 3)","(1, 2)","(0, 1)","(3, 2)","(4, 1)","(4, 3)","(1, 0)"
5726.jpg,"(4, 0)","(1, 1)","(3, 3)","(4, 2)","(2, 0)","(0, 0)","(0, 1)","(3, 0)","(4, 1)","(0, 2)","(0, 0)","(0, 1)","(3, 0)","(4, 1)","(0, 2)","(0, 0)","(1, 3)","(2, 3)","(2, 2)","(0, 4)","(0, 0)","(0, 0)","(1, 0)","(3, 2)","(3, 1)"
5727.jpg,"(0, 1)","(1, 4)","(3, 3)","(0, 0)","(0, 0)","(2, 4)","(0, 3)","(0, 2)","(4, 4)","(4, 3)","(2, 4)","(0, 3)","(0, 2)","(4, 4)","(4, 3)","(3, 2)","(3, 1)","(2, 3)","(4, 0)","(4, 2)","(3, 4)","(2, 0)","(2, 2)","(1, 1)","(2, 1)"
5728.jpg,"(1, 0)","(0, 3)","(3, 1)","(4, 1)","(4, 3)","(3, 0)","(2, 0)","(0, 0)","(0, 0)","(3, 2)","(3, 0)","(2, 0)","(0, 0)","(0, 0)","(3, 2)","(0, 0)","(0, 1)","(2, 2)","(1, 3)","(3, 3)","(0, 0)","(1, 1)","(0, 0)","(4, 4)","(1, 0)"
5729.jpg,"(1, 1)","(1, 4)","(0, 1)","(4, 1)","(2, 4)","(3, 3)","(4, 2)","(2, 3)","(2, 0)","(3, 1)","(3, 3)","(4, 2)","(2, 3)","(2, 0)","(3, 1)","(3, 2)","(0, 0)","(2, 4)","(2, 4)","(4, 3)","(2, 1)","(1, 0)","(1, 3)","(1, 2)","(0, 4)"
5730.jpg,"(0, 4)","(4, 4)","(2, 2)","(1, 4)","(3, 2)","(0, 3)","(4, 3)","(0, 0)","(3, 0)","(1, 1)","(0, 3)","(4, 3)","(0, 0)","(3, 0)","(1, 1)","(4, 1)","(3, 1)","(2, 3)","(3, 4)","(1, 2)","(0, 2)","(4, 2)","(2, 0)","(1, 3)","(2, 1)"
5731.jpg,"(4, 4)","(4, 1)","(0, 1)","(4, 4)","(1, 0)","(0, 4)","(3, 1)","(3, 4)","(4, 2)","(1, 4)","(0, 4)","(3, 1)","(3, 4)","(4, 2)","(1, 4)","(0, 3)","(3, 3)","(4, 3)","(3, 0)","(2, 4)","(2, 3)","(0, 2)","(2, 1)","(2, 2)","(1, 2)"
5732.jpg,"(0, 2)","(0, 3)","(3, 3)","(1, 4)","(0, 0)","(0, 4)","(3, 2)","(0, 3)","(2, 4)","(4, 3)","(0, 4)","(3, 2)","(0, 3)","(2, 4)","(4, 3)","(2, 2)","(3, 1)","(2, 1)","(3, 4)","(3, 0)","(0, 0)","(1, 1)","(4, 1)","(2, 4)","(0, 1)"
